parameter1,parameter2,average,standard deviation
42.0,0.0058244921875,0.10924694314599037,0.04846335950802806
61.0,0.0020782421875,0.10903202146291732,0.04799894251893061
133.0,0.0070732421875,0.10898307263851166,0.04712820739647222
97.0,0.0045757421875,0.108831936866045,0.04733893650138943
24.0,0.0095707421875,0.10855122208595276,0.04806912509945978
33.0,0.0002051171875,0.11100745424628258,0.04909407548382605
106.0,0.0052001171875,0.10938686430454254,0.047897133820104416
142.0,0.0027026171875000004,0.10998596474528313,0.04846387867823389
70.0,0.0076976171875,0.10947068557143211,0.04791983992897883
52.0,0.0039513671875,0.10859406143426895,0.047318230645818735
124.0,0.0089463671875,0.10956714004278183,0.04753525861710332
88.0,0.0014538671875,0.10996932834386826,0.04867860981071412
15.0,0.0064488671875,0.10911036059260368,0.04867013995474165
20.0,0.0017660546875,0.10922287106513977,0.04761331197953574
92.0,0.0067610546875,0.10893040895462036,0.04718174769808259
129.0,0.0042635546875,0.10948659032583237,0.048027751412735
56.0,0.0092585546875,0.10920940041542053,0.047235124265535014
74.0,0.0030148046875000003,0.10903968885540963,0.04751206366468819
147.0,0.0080098046875,0.11007205322384835,0.048033470061482314
110.0,0.0005173046875000001,0.1109338328242302,0.04906264006298649
38.0,0.0055123046875,0.10940229818224907,0.04814213763373706
29.0,0.0048879296875,0.1089344248175621,0.04768969628347277
101.0,0.0098829296875,0.10917557179927825,0.047637591830839376
138.0,0.0023904296875,0.10998626723885536,0.04877414745991797
65.0,0.0073854296875,0.10911373347043991,0.047870997925262115
47.0,0.0011416796875000001,0.10923760533332824,0.04819375517047652
119.0,0.0061366796874999996,0.10906781032681465,0.04764007834104597
83.0,0.0036391796875000003,0.10930438339710236,0.04784580120502704
11.0,0.0086341796875,0.10945183336734772,0.047661568690697154
13.0,0.0006733984375000001,0.10904280319809914,0.04780998408222282
85.0,0.0056683984375,0.1087915375828743,0.04728973587786548
122.0,0.0031708984375000003,0.10968282893300056,0.04857855035032075
49.0,0.0081658984375,0.10939472243189811,0.04761116861103763
67.0,0.0044196484375,0.10948937237262726,0.04768066885124061
140.0,0.009414648437500001,0.10950881466269494,0.047830675066539395
104.0,0.0019221484375000002,0.11005141288042068,0.048667391251079335
31.0,0.0069171484375,0.10909201502799988,0.04766804171866908
40.0,0.0025465234375000004,0.10933298841118813,0.048319282213449076
113.0,0.0075415234375,0.10970197543501854,0.04737589415416354
149.0,4.90234375e-05,0.12038760408759117,0.05331924208049299
76.0,0.0050440234375,0.1088913306593895,0.04731174031452764
58.0,0.0012977734375,0.10960654765367508,0.0484273522188797
131.0,0.0062927734375,0.10915461033582688,0.047909102271809126
95.0,0.0037952734375000003,0.1093904696404934,0.04753219268560813
22.0,0.008790273437500001,0.10990384295582771,0.0485496585644795
18.0,0.0041074609375,0.10858567580580711,0.04739347783837351
90.0,0.009102460937500001,0.10947516039013863,0.04747714440481619
126.0,0.0016099609375,0.1104018360376358,0.04867251125663422
54.0,0.0066049609375,0.10919760391116143,0.04786501325781654
72.0,0.00036121093750000004,0.11047455072402954,0.048630919475226755
144.0,0.0053562109375,0.10934168845415115,0.04775360836540086
108.0,0.0028587109375000004,0.1096445530653,0.04818014833565476
36.0,0.0078537109375,0.11001847460865974,0.047843000994273084
27.0,0.0022343359375,0.10943927392363548,0.04804206554902666
99.0,0.0072293359375,0.10934441387653351,0.04772388606284948
135.0,0.0047318359375,0.10906056538224221,0.04786648959897244
63.0,0.009726835937500001,0.1087412878870964,0.047381506813847514
45.0,0.0034830859375000003,0.10906451120972634,0.04837040470449557
117.0,0.0084780859375,0.10935633778572082,0.04768539105016705
81.0,0.0009855859375000001,0.11028238460421562,0.04877265358549028
8.0,0.0059805859375,0.10953866019845009,0.04717716173805896
7.0,0.0020001953125,0.10813277810811997,0.047507209889764854
80.0,0.0069951953125,0.10965556427836418,0.047825070743231946
116.0,0.0044976953125,0.10942705348134041,0.047809244628154085
44.0,0.0094926953125,0.10889495685696601,0.04734272235093954
62.0,0.0032489453125000003,0.10907651931047439,0.047601548552257684
134.0,0.0082439453125,0.10931960642337799,0.04761311181673435
98.0,0.0007514453125,0.11033141613006592,0.04866891116704087
25.0,0.0057464453125,0.10880804434418678,0.04728265450412854
35.0,0.0038733203125000002,0.10937942191958427,0.048027379842879414
107.0,0.0088683203125,0.10963632613420486,0.04729922107251292
143.0,0.0013758203125,0.1103646270930767,0.04887376536826424
71.0,0.0063708203125,0.10849539488554001,0.0473286417267971
53.0,0.0001270703125,0.11176593378186225,0.04944854926681762
125.0,0.0051220703125,0.10893824398517608,0.04751686886494502
89.0,0.0026245703125000004,0.10963891819119453,0.04797096079107975
16.0,0.0076195703125,0.10972507745027542,0.04818815352075762
21.0,0.0029367578125000003,0.1090325303375721,0.04741249795646062
93.0,0.0079317578125,0.10849791243672371,0.04755915091330819
130.0,0.00043925781250000003,0.11130841001868248,0.04921053705196479
57.0,0.0054342578125,0.10914542227983474,0.04776160610369846
75.0,0.0016880078125,0.10951608568429946,0.04812196000085339
148.0,0.0066830078125,0.10925099849700928,0.04784853738555816
112.0,0.0041855078125,0.109284146130085,0.047823388640675125
39.0,0.0091805078125,0.10871597677469254,0.047279621916402434
30.0,0.0010636328125000001,0.10930765494704246,0.04830876735819428
102.0,0.0060586328125,0.10935208350419998,0.04741996616399791
139.0,0.0035611328125000003,0.10981432124972343,0.04855895641066075
66.0,0.0085561328125,0.10896658748388291,0.048058640234963326
48.0,0.0048098828125,0.10912502855062485,0.04834210865548235
121.0,0.0098048828125,0.10932967737317086,0.04800529197348594
84.0,0.0023123828125,0.10945373997092248,0.0479133976113777
12.0,0.0073073828125,0.10989480316638947,0.04858298265441377
10.0,0.0046537890625,0.10826253890991211,0.04746308164339126
82.0,0.0096487890625,0.10964583680033683,0.04799041431845768
118.0,0.0021562890625,0.11009783297777176,0.048826467679534996
46.0,0.0071512890625,0.10865306183695793,0.04813069139580411
64.0,0.0009075390625,0.10994491502642631,0.048650585466333246
136.0,0.0059025390625,0.10889918506145477,0.0477225705563196
100.0,0.0034050390625000003,0.10956816971302033,0.04786713332187638
28.0,0.0084000390625,0.10886218175292015,0.04682937259954347
37.0,0.0015319140625,0.10900961235165596,0.04798315392575045
109.0,0.0065269140625,0.10906236842274666,0.047603929355624436
146.0,0.0040294140625,0.10983087122440338,0.0483559037302237
73.0,0.0090244140625,0.10859655663371086,0.04739165951976205
55.0,0.0027806640625000004,0.10937264412641526,0.04811623763955814
127.0,0.0077756640625,0.10892184600234031,0.04732605566735724
91.0,0.00028316406250000005,0.11144152507185937,0.04927114387746137
19.0,0.0052781640625,0.1089926727116108,0.04750627054633308
14.0,0.0005953515625000001,0.10952161699533462,0.048313195329264334
87.0,0.0055903515625,0.10912678018212318,0.04782788060505973
123.0,0.0030928515625000003,0.10971765369176864,0.04845609145719251
50.0,0.0080878515625,0.1092669427394867,0.048489056511545905
69.0,0.0043416015625,0.1088008813560009,0.04690726640596019
141.0,0.0093366015625,0.10975963398814201,0.04776190311417719
105.0,0.0018441015625,0.11001749560236931,0.04863014710720278
32.0,0.0068391015625,0.10955583155155182,0.04771022727096907
23.0,0.0037172265625000003,0.10914873629808426,0.047237268485845516
96.0,0.0087122265625,0.10938646495342255,0.04769131495869952
132.0,0.0012197265625,0.11076836213469506,0.04897818540463124
59.0,0.0062147265625,0.10887842178344727,0.04835310455385035
41.0,0.0024684765625,0.10903295949101448,0.047710875051746385
114.0,0.0074634765625,0.10925544276833535,0.04700925448536226
78.0,0.0049659765625,0.10924227088689804,0.04767534502450454
5.0,0.0099609765625,0.1098722644150257,0.04548126125703243
5.0,0.00498548828125,0.10875819399952888,0.04702343343649576
78.0,0.00998048828125,0.10980228558182717,0.04801253435090938
114.0,0.0024879882812500003,0.10895653069019318,0.04726402692210207
42.0,0.00748298828125,0.11023247689008712,0.04818307830159916
60.0,0.00123923828125,0.10976122617721558,0.048360970072479366
132.0,0.00623423828125,0.10959665104746819,0.047839131312543706
96.0,0.00373673828125,0.10947939231991768,0.04767621956161034
23.0,0.00873173828125,0.10916115269064904,0.04845889231515631
33.0,0.0018636132812500001,0.10905427485704422,0.04806937088722358
105.0,0.00685861328125,0.10923096165060997,0.0476892068964827
141.0,0.00436111328125,0.10963580533862113,0.048582732898662044
69.0,0.00935611328125,0.10897202715277672,0.0480231435215612
51.0,0.0031123632812500002,0.1093527540564537,0.04774736497688498
123.0,0.00810736328125,0.1089727409183979,0.04769695181103514
87.0,0.0006148632812500001,0.110797169059515,0.04895869222584354
14.0,0.0056098632812499995,0.10886678472161293,0.04794009182928347
19.0,0.00030267578125000005,0.11006915271282196,0.04883175368588067
91.0,0.0052976757812499995,0.10893104448914528,0.047790696600015496
128.0,0.0028001757812500003,0.10963633731007576,0.04859946091786203
55.0,0.00779517578125,0.10900546535849572,0.0480378344459905
73.0,0.00404892578125,0.10925060659646987,0.04793696168828533
146.0,0.00904392578125,0.10900750532746314,0.04761952749576275
110.0,0.0015514257812500002,0.11050277501344681,0.04889443931109606
37.0,0.00654642578125,0.10883760973811149,0.04706646555623363
28.0,0.00342455078125,0.10923621729016304,0.048042618829234315
101.0,0.00841955078125,0.10936298742890357,0.04782618474863031
137.0,0.00092705078125,0.11064854189753533,0.0489496416801837
64.0,0.00592205078125,0.1088379092514515,0.047462923269298955
46.0,0.0021758007812500003,0.10895315483212471,0.04786262431605131
119.0,0.00717080078125,0.10879743844270706,0.04692667368998381
82.0,0.00467330078125,0.10923249870538712,0.04750145218992181
10.0,0.00966830078125,0.10911706611514091,0.047447970243406
12.0,0.0023318945312500003,0.10869175642728805,0.047506561202165516
85.0,0.00732689453125,0.10890818983316422,0.04734822155489436
121.0,0.00482939453125,0.108950524777174,0.0477065408810394
48.0,0.00982439453125,0.10927063226699829,0.04770240689019749
67.0,0.00358064453125,0.10918723344802857,0.047713991393709215
139.0,0.008575644531250001,0.10913449227809906,0.04783213574873486
103.0,0.00108314453125,0.10971245914697647,0.048195022700494757
30.0,0.00607814453125,0.10899468883872032,0.04712063008397334
39.0,0.00420501953125,0.10956963896751404,0.0482867683547406
112.0,0.00920001953125,0.1093404732644558,0.04749899602045164
148.0,0.0017075195312500002,0.11062495708465576,0.04877132191437414
76.0,0.00670251953125,0.10816119834780694,0.04689815195838834
57.0,0.00045876953125000003,0.11029400900006295,0.04837730457169348
130.0,0.0054537695312499995,0.10970040187239646,0.047983055241603366
94.0,0.0029562695312500002,0.10972770377993583,0.04790931873639056
21.0,0.00795126953125,0.1087443433701992,0.04610681261846323
17.0,0.0026440820312500003,0.10860933810472488,0.047705242886695774
89.0,0.00763908203125,0.10882125571370124,0.04751066755508382
125.0,0.00014658203125,0.1118469551205635,0.049485668936198435
53.0,0.0051415820312499996,0.10905965492129326,0.04832543185599666
71.0,0.0013953320312500002,0.10986701548099517,0.04831507456479801
144.0,0.00639033203125,0.10999778434634208,0.0480879094074118
107.0,0.00389283203125,0.10952489152550697,0.04760209341843045
35.0,0.008887832031250001,0.10961374342441559,0.04807807588322121
26.0,0.00077095703125,0.10933610573410987,0.04833181062690471
98.0,0.00576595703125,0.10958951413631439,0.04776453269643656
134.0,0.00326845703125,0.109828519821167,0.04842227049668716
62.0,0.008263457031250001,0.10979800373315811,0.04809646273623515
44.0,0.00451720703125,0.10908042788505554,0.04786280440277058
116.0,0.00951220703125,0.10906886011362076,0.04734534889337087
80.0,0.0020197070312500003,0.10972765982151031,0.047853753688095135
8.0,0.00701470703125,0.10969734340906143,0.04746479974963004
9.0,0.00100509765625,0.10873768776655197,0.04765802594944071
81.0,0.00600009765625,0.10920255482196808,0.04729953999882105
117.0,0.00350259765625,0.10940254852175713,0.0479435895864176
45.0,0.00849759765625,0.1096728913486004,0.047581017301431064
63.0,0.00475134765625,0.10896469503641129,0.0476315660649055
136.0,0.00974634765625,0.10949688404798508,0.04762232301788725
99.0,0.0022538476562500003,0.10955295041203499,0.04821310166384502
27.0,0.00724884765625,0.10941610187292099,0.04754386198816929
36.0,0.0028782226562500002,0.10940606445074082,0.048139766403230075
108.0,0.00787322265625,0.10982276722788811,0.04757140070214334
145.0,0.00038072265625000004,0.1115023784339428,0.049388460621180096
72.0,0.00537572265625,0.10915191024541855,0.04762783646485411
54.0,0.0016294726562500002,0.1092099666595459,0.04765902711107497
127.0,0.00662447265625,0.10940963849425316,0.04730808769964749
90.0,0.00412697265625,0.10944666713476181,0.0478416220575527
18.0,0.00912197265625,0.1093056008219719,0.048099487408493416
22.0,0.00381478515625,0.10867591500282288,0.04740048827388034
95.0,0.00880978515625,0.10887147784233094,0.04733083997525472
131.0,0.0013172851562500002,0.11065940111875534,0.04894101954289067
59.0,0.00631228515625,0.10898123532533646,0.047882670176808306
77.0,6.853515625e-05,0.11240349262952805,0.049643735081447246
149.0,0.00506353515625,0.10950181856751443,0.04823314558676121
113.0,0.0025660351562500003,0.11013956144452094,0.04821402630013645
40.0,0.00756103515625,0.10939422622323036,0.04780639590703371
31.0,0.0019416601562500001,0.10940970256924629,0.04807997057319536
104.0,0.00693666015625,0.1088638424873352,0.04767484908241937
140.0,0.00443916015625,0.10931871235370635,0.04833928867811802
68.0,0.00943416015625,0.10929626300930977,0.04824252032104657
50.0,0.00319041015625,0.10937146618962287,0.04806047063713151
122.0,0.00818541015625,0.10910744518041611,0.047590913368896016
86.0,0.0006929101562500001,0.11045138984918594,0.04869148343552222
13.0,0.00568791015625,0.10882709175348282,0.04786859284965363
11.0,0.00365869140625,0.10828866511583328,0.047803021638903834
84.0,0.00865369140625,0.10974942967295646,0.048033041323703216
120.0,0.00116119140625,0.10971784144639969,0.048438850833220436
47.0,0.00615619140625,0.10884127542376518,0.047983506426180975
65.0,0.0024099414062500003,0.10915127769112587,0.04761935005171974
138.0,0.00740494140625,0.10965638458728791,0.04771043615168357
102.0,0.00490744140625,0.1090570904314518,0.04728419264082165
29.0,0.00990244140625,0.10971922501921653,0.04783402960903413
38.0,0.0005368164062500001,0.11007139608263969,0.04876875727605556
111.0,0.00553181640625,0.10948102250695228,0.04741806876024899
147.0,0.0030343164062500002,0.10983242467045784,0.04862251700018195
74.0,0.00802931640625,0.10936154201626777,0.04765071901010484
56.0,0.00428306640625,0.10866810530424117,0.04778877839113165
129.0,0.00927806640625,0.10945859402418137,0.047685002621313616
93.0,0.0017855664062500002,0.1098736546933651,0.04832253410510174
20.0,0.00678056640625,0.10976054966449737,0.04905214451183433
16.0,0.0014733789062500002,0.10941607132554054,0.047918854857763926
88.0,0.00646837890625,0.10966984406113625,0.04778598456710064
124.0,0.00397087890625,0.10980217605829239,0.048056343010687466
52.0,0.00896587890625,0.10942282751202584,0.0484014411759796
70.0,0.0027221289062500003,0.10922025889158249,0.04773013440749509
142.0,0.00771712890625,0.1092605397105217,0.04755830829751181
106.0,0.00022462890625,0.11173422709107399,0.04961585797364517
34.0,0.00521962890625,0.10883353427052497,0.048027504560973135
25.0,0.00459525390625,0.10881945043802262,0.04747931790483315
97.0,0.00959025390625,0.1090600274503231,0.047570937650851845
133.0,0.0020977539062500003,0.10987265929579734,0.04869294818451093
61.0,0.00709275390625,0.10885755717754364,0.04786795108930193
43.0,0.00084900390625,0.10940358862280845,0.04843605368660806
115.0,0.00584400390625,0.10942396000027657,0.048149447687814165
79.0,0.00334650390625,0.10912405028939247,0.0479194739420928
6.0,0.00834150390625,0.11099457368254662,0.04866336862396914
6.0,0.0016684960937500002,0.10832922831177712,0.047680946670551436
78.0,0.00666349609375,0.10872440189123153,0.04674210043803745
115.0,0.00416599609375,0.10926935523748398,0.04793267311869358
42.0,0.00916099609375,0.1094731256365776,0.047666478213991136
60.0,0.00291724609375,0.1087665542960167,0.04719299148530295
133.0,0.00791224609375,0.10957705304026603,0.04787018300053728
97.0,0.00041974609375000003,0.11112141087651253,0.04928551778017523
24.0,0.00541474609375,0.10859500765800476,0.04762639087666242
33.0,0.00479037109375,0.10916461423039436,0.047528373507578235
106.0,0.00978537109375,0.10907445177435875,0.0473225849798133
142.0,0.00229287109375,0.11014254912734031,0.04853151197044445
69.0,0.00728787109375,0.10957854986190796,0.047699897646732055
51.0,0.00104412109375,0.10948648005723953,0.048432597855786554
124.0,0.00603912109375,0.10940739214420318,0.047787389860809625
87.0,0.0035416210937500004,0.10917347446084022,0.04809727131814749
15.0,0.00853662109375,0.10947775319218636,0.04829535651948368
20.0,0.0032294335937500004,0.10911363735795021,0.04718265173481741
92.0,0.00822443359375,0.10896747335791587,0.04738829132200493
128.0,0.00073193359375,0.11089354157447814,0.049171386079934445
56.0,0.00572693359375,0.10915531516075135,0.04823636535373903
74.0,0.00198068359375,0.10968739613890648,0.04792218399447054
146.0,0.0069756835937500004,0.10871956497430801,0.04787102110069952
110.0,0.00447818359375,0.10948476120829582,0.04770394570995951
38.0,0.00947318359375,0.10937351137399673,0.04699396944351379
29.0,0.00010755859375,0.11165058687329292,0.049304455421822914
101.0,0.00510255859375,0.1097998447716236,0.04782605320407965
137.0,0.00260505859375,0.11002320125699043,0.04860463608240333
65.0,0.00760005859375,0.10926516354084015,0.0484426550416272
47.0,0.0038538085937500004,0.10899571403861046,0.04816907305798247
119.0,0.00884880859375,0.10881475433707237,0.04662252489221188
83.0,0.0013563085937500002,0.10986397042870522,0.048573100208742094
10.0,0.00635130859375,0.109372678399086,0.047346853445134736
13.0,0.00432208984375,0.10844226330518722,0.0473534224375162
85.0,0.00931708984375,0.10909437090158462,0.047988162125465146
121.0,0.0018245898437500001,0.11021099090576172,0.04875123631057769
49.0,0.00681958984375,0.10896690487861634,0.04810371245295677
67.0,0.0005758398437500001,0.11074233800172806,0.04894551400934749
140.0,0.00557083984375,0.10937468111515045,0.048011950336231554
103.0,0.00307333984375,0.10972653403878212,0.04814122239005221
31.0,0.00806833984375,0.10943908393383026,0.04752869766789285
40.0,0.00244896484375,0.10937899649143219,0.048180549127720664
112.0,0.00744396484375,0.10980956107378007,0.04814707388355275
149.0,0.00494646484375,0.10930482298135757,0.048154507166420474
76.0,0.009941464843750001,0.10916073620319366,0.04837038344258863
58.0,0.0036977148437500004,0.10914212688803673,0.04764168575615852
131.0,0.00869271484375,0.10950515866279602,0.047438214798122595
94.0,0.00120021484375,0.10970317125320435,0.04845627719526958
22.0,0.00619521484375,0.10934091284871102,0.047754206880692
17.0,0.00088802734375,0.10932950526475907,0.047913250350121235
90.0,0.00588302734375,0.10951687619090081,0.047918397485140346
126.0,0.0033855273437500004,0.11000367328524589,0.04827451669627284
53.0,0.00838052734375,0.10938369035720825,0.04865774081861448
72.0,0.00463427734375,0.10971088632941246,0.04830516084394056
144.0,0.009629277343750001,0.10983093157410621,0.04777122460267419
108.0,0.00213677734375,0.10937700048089027,0.04807762418488236
35.0,0.00713177734375,0.10934882536530495,0.04785051108652831
26.0,0.00276115234375,0.10922286808490753,0.047899371974457754
99.0,0.00775615234375,0.1092324860394001,0.047225562624119796
135.0,0.00026365234375000005,0.11018669083714486,0.048541265435454554
63.0,0.00525865234375,0.10857125148177146,0.0475498956998405
44.0,0.0015124023437500002,0.10901430547237397,0.0476516808420912
117.0,0.00650740234375,0.1090953677892685,0.04746267549121916
81.0,0.00400990234375,0.10936163291335106,0.047941384327694424
8.0,0.00900490234375,0.11029826179146766,0.048837779103451245
7.0,0.00299529296875,0.10861146748065949,0.04808726280178062
80.0,0.00799029296875,0.10948440954089164,0.047140574497913694
116.0,0.0004977929687500001,0.11097519621253013,0.04916367179794371
43.0,0.00549279296875,0.10945404246449471,0.048473078749335874
61.0,0.0017465429687500002,0.10940477550029755,0.048326882633794525
134.0,0.00674154296875,0.1093713790178299,0.0475666427630361
98.0,0.0042440429687499994,0.10921582877635956,0.04712814312384611
25.0,0.00923904296875,0.10945004671812057,0.047993075977738865
34.0,0.00112216796875,0.10887851044535637,0.048007167915681034
107.0,0.00611716796875,0.1083638273179531,0.04784000916583951
143.0,0.0036196679687500004,0.10985774397850037,0.04856540034537172
70.0,0.00861466796875,0.11034223735332489,0.04881036538749745
52.0,0.00486841796875,0.10894647240638733,0.048121420442134015
125.0,0.00986341796875,0.10945639610290528,0.04759893050116229
89.0,0.00237091796875,0.10932920649647712,0.04799016531830614
