parameter1,parameter2,average,standard deviation
134.0,0.0082439453125,0.09340553618967533,0.03284698380484609
98.0,0.0007514453125,0.12279598688085874,0.03992741073377776
25.0,0.0057464453125,0.09238809446493784,0.032426925451894975
35.0,0.0038733203125000002,0.09312313832342625,0.032757608726102366
107.0,0.0088683203125,0.09328868202865123,0.03282971180771455
143.0,0.0013758203125,0.1174808291097482,0.041009320752899064
71.0,0.0063708203125,0.0936529103666544,0.03308683747743795
53.0,0.0001270703125,0.2003873407840729,0.053589754704877784
125.0,0.0051220703125,0.09544369466602802,0.034035978489859835
89.0,0.0026245703125000004,0.09747068174183368,0.033976100547966626
16.0,0.0076195703125,0.0909586730102698,0.03164703926243993
21.0,0.0029367578125000003,0.0930161215364933,0.032743742070355505
93.0,0.0079317578125,0.09341193549335003,0.03288573014981854
130.0,0.00043925781250000003,0.16690412039558092,0.040885644657674095
57.0,0.0054342578125,0.09251779864231745,0.03208423972024089
75.0,0.0016880078125,0.10047738241652647,0.03412913377943872
148.0,0.0066830078125,0.09518327377736568,0.033898463479017434
112.0,0.0041855078125,0.09598935668667158,0.03410547086627137
39.0,0.0091805078125,0.09228656788667043,0.0323646084702785
30.0,0.0010636328125000001,0.09665897488594055,0.03408184560466545
102.0,0.0060586328125,0.09398138038814068,0.033221791406965524
139.0,0.0035611328125000003,0.09876107101639112,0.03532636924062173
66.0,0.0085561328125,0.09337171067794164,0.03289601766834463
48.0,0.0048098828125,0.09297328492005666,0.032597477059545805
121.0,0.0098048828125,0.0940269835293293,0.033264482436099974
84.0,0.0023123828125,0.09810814807812372,0.03471793296946876
12.0,0.0073073828125,0.09057341242829958,0.0314355203781472
10.0,0.0046537890625,0.09101078175008297,0.031711718736095504
82.0,0.0096487890625,0.09301417854924997,0.032774567523240726
118.0,0.0021562890625,0.10465488011638323,0.03847408519008817
46.0,0.0071512890625,0.0921227595458428,0.0319611291386264
64.0,0.0009075390625,0.108840203906099,0.0374681080756347
136.0,0.0059025390625,0.09534846308330695,0.034007774986306
100.0,0.0034050390625000003,0.09691638338069121,0.03462663634961047
28.0,0.0084000390625,0.09177906525631746,0.03213002115413141
37.0,0.0015319140625,0.09571687330802282,0.03407639472914118
109.0,0.0065269140625,0.09457646819452445,0.033571052727197626
146.0,0.0040294140625,0.0986097181836764,0.034635707822169425
73.0,0.0090244140625,0.09338119166592757,0.032876845562574614
55.0,0.0027806640625000004,0.09487286061048508,0.033674037922896985
127.0,0.0077756640625,0.09309807072083155,0.03254457743382962
91.0,0.00028316406250000005,0.16769772271315256,0.04783575075674587
19.0,0.0052781640625,0.09166052329043547,0.031808766017257586
14.0,0.0005953515625000001,0.09554370902478695,0.03388974975641786
87.0,0.0055903515625,0.09439845172067483,0.03346678093529916
123.0,0.0030928515625000003,0.09917516410350799,0.03465062397348273
50.0,0.0080878515625,0.09260036746660869,0.03253805469446895
69.0,0.0043416015625,0.09426719881594181,0.03341129820526809
141.0,0.0093366015625,0.0938225757330656,0.033225184066678355
105.0,0.0018441015625,0.10584106122454008,0.03779974136404753
32.0,0.0068391015625,0.09254311757783094,0.032518357012502275
23.0,0.0037172265625000003,0.09273071450491746,0.0325556154898892
96.0,0.0087122265625,0.09366829904417197,0.03306885797693554
132.0,0.0012197265625,0.11781072927018006,0.036011440285780516
59.0,0.0062147265625,0.09360848205784957,0.033087113995747805
41.0,0.0024684765625,0.09459830857813359,0.03359476104227916
114.0,0.0074634765625,0.09273144553105037,0.03216443163611325
78.0,0.0049659765625,0.09444490397969882,0.03354428399181642
5.0,0.0099609765625,0.08985587060451508,0.030780757644832884
5.0,0.00498548828125,0.09003363872567813,0.031080732740237493
78.0,0.00998048828125,0.0933118342111508,0.03293362330371556
114.0,0.0024879882812500003,0.09931372217833996,0.03445183076616154
42.0,0.00748298828125,0.09280341354509195,0.03263315413841075
60.0,0.00123923828125,0.10130642466247082,0.035507963256138815
132.0,0.00623423828125,0.09491491119066874,0.033710191164376374
96.0,0.00373673828125,0.09593561167518298,0.03432172854833322
23.0,0.00873173828125,0.09114376083016396,0.03161302135592302
33.0,0.0018636132812500001,0.09476511577765147,0.033591103109018305
105.0,0.00685861328125,0.09431389930347601,0.03351351634470292
141.0,0.00436111328125,0.09734866966803869,0.034923099002839145
69.0,0.00935611328125,0.09291932632525762,0.03266885800525018
51.0,0.0031123632812500002,0.09444201787312825,0.03347925504402133
123.0,0.00810736328125,0.09420268138249716,0.033399058507755694
87.0,0.0006148632812500001,0.12927918111284573,0.036571420470939225
14.0,0.0056098632812499995,0.09118901652594408,0.03177838391002967
19.0,0.00030267578125000005,0.10640469454228878,0.03609651470826033
91.0,0.0052976757812499995,0.09455856444935004,0.03344462272890566
128.0,0.0028001757812500003,0.10189559447268645,0.03571191234161711
55.0,0.00779517578125,0.09292891398072242,0.032683493618829204
73.0,0.00404892578125,0.09468661497036616,0.0336537051262193
146.0,0.00904392578125,0.0944441003104051,0.03343897971784944
110.0,0.0015514257812500002,0.1090131752192974,0.03530213714709906
37.0,0.00654642578125,0.09280638011793295,0.032667218686442547
28.0,0.00342455078125,0.09334601275622845,0.03294794305118187
101.0,0.00841955078125,0.09362956918776036,0.033092239407507766
137.0,0.00092705078125,0.1267818951358398,0.039464763813315484
64.0,0.00592205078125,0.09379429581264655,0.03315090990975022
46.0,0.0021758007812500003,0.0945401797691981,0.03347190424156812
119.0,0.00717080078125,0.09372024772067865,0.03308277289882471
82.0,0.00467330078125,0.09444513817628225,0.033389927039567696
10.0,0.00966830078125,0.09008400465051333,0.031077182978650128
12.0,0.0023318945312500003,0.09273311470945676,0.03259248942023802
85.0,0.00732689453125,0.09365636706352234,0.033076693294892975
121.0,0.00482939453125,0.09589715066055457,0.034099018234425446
48.0,0.00982439453125,0.09175538793206214,0.031761605166242934
67.0,0.00358064453125,0.09469458411137263,0.03365745609747491
139.0,0.008575644531250001,0.09424227749307951,0.03334078661188311
103.0,0.00108314453125,0.1176083949704965,0.037182599171468926
30.0,0.00607814453125,0.09219456339875857,0.032292038746785795
39.0,0.00420501953125,0.09352072576681773,0.032995455130672716
112.0,0.00920001953125,0.09344158507883549,0.03299467446391691
148.0,0.0017075195312500002,0.11324001550674438,0.03928342983830894
76.0,0.00670251953125,0.0936807382851839,0.03304089763441162
57.0,0.00045876953125000003,0.12104088142514229,0.03534661666860547
130.0,0.0054537695312499995,0.09560093445082506,0.03410517012992365
94.0,0.0029562695312500002,0.09691001685957114,0.034161015832458654
21.0,0.00795126953125,0.09112372919917107,0.03163111611599765
17.0,0.0026440820312500003,0.09306530940035979,0.032808137875896294
89.0,0.00763908203125,0.0935401958723863,0.03298824766350587
125.0,0.00014658203125,0.33641695727904636,0.12863611040913334
53.0,0.0051415820312499996,0.09372750843564669,0.03312659239968594
71.0,0.0013953320312500002,0.10276915120581785,0.03518308760366362
144.0,0.00639033203125,0.09377907179296016,0.03277310346866805
107.0,0.00389283203125,0.09582457778354486,0.03358833951863931
35.0,0.008887832031250001,0.09203733168542386,0.032204777186357066
26.0,0.00077095703125,0.09780726556976636,0.0348655867839304
98.0,0.00576595703125,0.0936218215773503,0.03305127371949435
134.0,0.00326845703125,0.0996749193718036,0.035922027811667395
62.0,0.008263457031250001,0.09266340571145217,0.032597246520523024
44.0,0.00451720703125,0.09325871877372265,0.03281312558902104
116.0,0.00951220703125,0.09384632123013338,0.0331736793982274
80.0,0.0020197070312500003,0.09832831422487895,0.03455077633527966
8.0,0.00701470703125,0.09019920701781908,0.031248183622777894
9.0,0.00100509765625,0.09342817117770513,0.032804869687673016
81.0,0.00600009765625,0.09417579310635725,0.03334260091299921
117.0,0.00350259765625,0.09742504234115283,0.034277336573537494
45.0,0.00849759765625,0.09192114373048146,0.031934371530420086
63.0,0.00475134765625,0.09388424841066202,0.03322099534206334
136.0,0.00974634765625,0.09423151450852553,0.033423668794924324
99.0,0.0022538476562500003,0.10026659369468689,0.03504843888696089
27.0,0.00724884765625,0.09177342057228088,0.03202496496865487
36.0,0.0028782226562500002,0.09362857503195604,0.03299853650369806
108.0,0.00787322265625,0.0925735971579949,0.03227901283090214
145.0,0.00038072265625000004,0.1900036685168743,0.05975686037322749
72.0,0.00537572265625,0.09304703436791897,0.03260620957502364
54.0,0.0016294726562500002,0.09688115753233432,0.03441342300383339
127.0,0.00662447265625,0.09355075173079967,0.032758548335969036
90.0,0.00412697265625,0.09445136189460754,0.033569914472676494
18.0,0.00912197265625,0.09085868286589781,0.0315616360265194
22.0,0.00381478515625,0.09291310074428717,0.03268272458432165
95.0,0.00880978515625,0.09376713223755359,0.03314171734191609
131.0,0.0013172851562500002,0.11632650730510553,0.03850702348483773
59.0,0.00631228515625,0.093575452764829,0.03302834191663321
77.0,6.853515625e-05,0.4482462132970492,0.17798399149634206
149.0,0.00506353515625,0.096470678349336,0.034158857415061854
113.0,0.0025660351562500003,0.10026423049469789,0.035723847976893285
40.0,0.00756103515625,0.09202101789414882,0.03208478494318992
31.0,0.0019416601562500001,0.0941447950899601,0.03332555949574355
104.0,0.00693666015625,0.09429294553895791,0.03345264733001066
140.0,0.00443916015625,0.09689549021422864,0.034327281340188226
68.0,0.00943416015625,0.09322065797944863,0.03286968354049123
50.0,0.00319041015625,0.09426046001414458,0.03331872798846872
122.0,0.00818541015625,0.09425332310299078,0.03344684499679336
86.0,0.0006929101562500001,0.12231411014993986,0.03900738135831322
13.0,0.00568791015625,0.09116626481215159,0.03180683650224309
11.0,0.00365869140625,0.0915461437155803,0.031771646397260496
84.0,0.00865369140625,0.09363345727324486,0.033048581101024814
120.0,0.00116119140625,0.11224774954219659,0.035988897622040335
47.0,0.00615619140625,0.0924076442917188,0.032139143212626495
65.0,0.0024099414062500003,0.09598543867468834,0.03401587884341882
138.0,0.00740494140625,0.09478491594394048,0.03376416556086246
102.0,0.00490744140625,0.094529964402318,0.03352805549427942
29.0,0.00990244140625,0.09167343092461427,0.03205595244933638
38.0,0.0005368164062500001,0.10895041413605214,0.037517201219442575
111.0,0.00553181640625,0.09491082392632962,0.03374249354013358
147.0,0.0030343164062500002,0.10193037924667199,0.037210004702667436
74.0,0.00802931640625,0.09302408024668693,0.0327541840505733
56.0,0.00428306640625,0.09405845726529757,0.03332741887418835
129.0,0.00927806640625,0.09416878136495749,0.033361875955097715
93.0,0.0017855664062500002,0.10345964382092158,0.03625314894626774
20.0,0.00678056640625,0.09156928261121114,0.03200957607374703
16.0,0.0014733789062500002,0.09383108280599117,0.03319551594864208
88.0,0.00646837890625,0.0941412369410197,0.033331033300622134
124.0,0.00397087890625,0.09695708279808363,0.03489445974075696
52.0,0.00896587890625,0.09286776247123878,0.0326684775572646
70.0,0.0027221289062500003,0.0955664124339819,0.03382731929847341
142.0,0.00771712890625,0.09401980340480805,0.03325168180270284
106.0,0.00022462890625,0.22499790315826734,0.07021075266486551
34.0,0.00521962890625,0.09309347569942475,0.03279543974782295
25.0,0.00459525390625,0.0927941381931305,0.03263481893843492
97.0,0.00959025390625,0.09315250652531783,0.03280645821943787
133.0,0.0020977539062500003,0.10575062098602454,0.036790320075942906
61.0,0.00709275390625,0.093330167979002,0.03288206884167446
43.0,0.00084900390625,0.10414277998109658,0.03602080510679171
115.0,0.00584400390625,0.09481167321403822,0.03356697362247149
79.0,0.00334650390625,0.09547212931017081,0.033882399872481095
6.0,0.00834150390625,0.0899536178757747,0.03093401595460373
6.0,0.0016684960937500002,0.09207346315185229,0.03224995585561658
78.0,0.00666349609375,0.09391327624519666,0.033246184407646595
115.0,0.00416599609375,0.09619353823363781,0.03408542561085612
42.0,0.00916099609375,0.09244529865682125,0.03244845965071785
60.0,0.00291724609375,0.09449575506150723,0.03341335734541243
133.0,0.00791224609375,0.09390471987426281,0.033222974351335206
97.0,0.00041974609375000003,0.14669233858585357,0.038714180493398205
24.0,0.00541474609375,0.09219146234293779,0.03235485981649696
33.0,0.00479037109375,0.09317182625333469,0.03281173285774241
106.0,0.00978537109375,0.09341457361976306,0.03294346374048922
142.0,0.00229287109375,0.10543081921835741,0.03579338967742741
69.0,0.00728787109375,0.0933414414525032,0.0328983464359975
51.0,0.00104412109375,0.10313740260899067,0.03583457835875364
124.0,0.00603912109375,0.09488956841329733,0.03379942439866225
87.0,0.0035416210937500004,0.09557038036485513,0.03413377726831236
15.0,0.00853662109375,0.09063775204122067,0.031510334231183275
20.0,0.0032294335937500004,0.09295159044365088,0.03271820022771051
92.0,0.00822443359375,0.09367545781036218,0.033034363590114406
128.0,0.00073193359375,0.1356356347600619,0.040018562501824326
56.0,0.00572693359375,0.09362772653500238,0.033040667721462386
74.0,0.00198068359375,0.09859030085305373,0.03498266966796777
146.0,0.0069756835937500004,0.09515562082330385,0.03358203116072803
110.0,0.00447818359375,0.09566878254214922,0.034200952928390066
38.0,0.00947318359375,0.09157126632829507,0.03165081119948066
29.0,0.00010755859375,0.1605262172718843,0.04958006606080473
101.0,0.00510255859375,0.09467961440483728,0.03359827794711046
137.0,0.00260505859375,0.10244461211065452,0.03585201009851087
65.0,0.00760005859375,0.09304981542130311,0.03270296453606481
47.0,0.0038538085937500004,0.0932978325833877,0.032729996973537755
119.0,0.00884880859375,0.09330776271720727,0.03283741764868715
83.0,0.0013563085937500002,0.10414154169460138,0.03663882095382358
10.0,0.00635130859375,0.09053363613784313,0.031414374718109504
13.0,0.00432208984375,0.09174125293890635,0.032065983342015165
85.0,0.00931708984375,0.0933107001086076,0.032900490070523584
121.0,0.0018245898437500001,0.1065420796473821,0.03688087536138994
49.0,0.00681958984375,0.09263941794633865,0.032496612501305915
67.0,0.0005758398437500001,0.12185070266326269,0.0389889615696748
140.0,0.00557083984375,0.09559011347591877,0.033684453115608526
103.0,0.00307333984375,0.0965870764106512,0.03382016729105337
31.0,0.00806833984375,0.09191453754901886,0.032123370425315816
40.0,0.00244896484375,0.09411420784890652,0.03334452874601064
112.0,0.00744396484375,0.09381667611499628,0.03323232782264197
149.0,0.00494646484375,0.09647161439061165,0.03399976839184539
76.0,0.009941464843750001,0.09306322485208511,0.03280043232584897
58.0,0.0036977148437500004,0.09412785855432351,0.03331635849642142
131.0,0.00869271484375,0.09410775129993756,0.03330388149394189
94.0,0.00120021484375,0.11023593333860239,0.035430088949163684
22.0,0.00619521484375,0.09194836094975471,0.03220537518306366
17.0,0.00088802734375,0.0949825311700503,0.03382025973093335
90.0,0.00588302734375,0.09311402688423792,0.032557406588122915
126.0,0.0033855273437500004,0.09823736523588499,0.03466173768426144
53.0,0.00838052734375,0.0930481011668841,0.032743850447845335
72.0,0.00463427734375,0.09356069217125575,0.03289006058701713
144.0,0.009629277343750001,0.09250085937480132,0.032145174735050575
108.0,0.00213677734375,0.10152738504111766,0.03586772707490822
35.0,0.00713177734375,0.09227337948977947,0.03233824844843873
26.0,0.00276115234375,0.09351188081006209,0.03295379781949929
99.0,0.00775615234375,0.09407487300535043,0.033300611911264294
135.0,0.00026365234375000005,0.21836916506290435,0.05895929202051757
63.0,0.00525865234375,0.09371769987046719,0.03307066671760119
44.0,0.0015124023437500002,0.09635252952575683,0.03411154425814714
117.0,0.00650740234375,0.0944492343813181,0.03340462890074182
81.0,0.00400990234375,0.0950255211442709,0.03383518698258728
8.0,0.00900490234375,0.0900654541949431,0.031092533719925073
7.0,0.00299529296875,0.09123049999276797,0.03186531534109562
80.0,0.00799029296875,0.09234914568563303,0.03210469929718841
116.0,0.0004977929687500001,0.1471519723534584,0.04912184759793482
43.0,0.00549279296875,0.09321157733599345,0.03280894789899806
61.0,0.0017465429687500002,0.09809587659935157,0.03501448997903466
134.0,0.00674154296875,0.09406561367213725,0.033168402029478634
98.0,0.0042440429687499994,0.09490584234396617,0.03365429762820497
25.0,0.00923904296875,0.09149963594973087,0.03195157144877361
34.0,0.00112216796875,0.0967987178514401,0.03495828725755532
107.0,0.00611716796875,0.0940651082744201,0.03330745234172914
143.0,0.0036196679687500004,0.09922089539468289,0.0346625132333562
70.0,0.00861466796875,0.09274968306223551,0.03258520869008474
52.0,0.00486841796875,0.09380060235659281,0.033074194866218626
125.0,0.00986341796875,0.09341501916448275,0.032954619003888005
89.0,0.00237091796875,0.09929754883050919,0.03575206802848269
